homo_left;homo_right;size_left;size_right;cam_id_left;cam_id_right;origin;ratio_px_mm
[[-0.002161861501602743, 1.0250897968089394, 8.647438664468806], [-1.0258873762452596, 0.008536262097454306, 4181.45356168696], [-4.217467972305252e-06, 3.068145988371827e-06, 1.0168656544212487]];[[0.04085259715430997, -1.0316121384938175, 5670.049392836666], [1.0320615168622704, 0.012152593394376604, -4.358229232063264e-06], [6.6350109857001705e-06, -7.742423729722017e-07, 1.0023219528765437]];(4000, 3000);(4000, 3000);0;1;[213.20411682128906, 395.8096008300781];0.0638334997674
