homo_left;homo_right;size_left;size_right;cam_id_left;cam_id_right;origin;ratio_px_mm
[[-0.0018737478826442078, 1.0240048315894832, 7.494992906258263], [-1.024656232618925, 0.009032922968626705, 4179.594753170022], [-3.919002744888214e-06, 3.3570166570871563e-06, 1.0156720919768079]];[[0.03982758750656948, -1.0276872146790077, 5656.545754665725], [1.0301409561037849, 0.013938827288870291, 4.589361028671659e-06], [6.426205916634638e-06, -8.702147497258158e-08, 1.0002609774034428]];(4000, 3000);(4000, 3000);0;1;[200.0731201171875, 399.323974609375];0.0639370500733
