0;Cam_0_2016-07-19T12:37:31.470185Z--2016-07-19T12:38:14.657679Z.mkv;Cam_0_2016-07-19T12:41:22.353295Z--2016-07-19T12:47:02.199607Z.mkv;0.9271619881088363;[[1.0, 0.0, 0.1131700649857521], [0.0, 1.0, 0.01016448624432087]]
1;Cam_0_2016-07-19T12:41:22.353295Z--2016-07-19T12:47:02.199607Z.mkv;Cam_0_2016-07-19T12:47:02.533708Z--2016-07-19T12:52:42.379171Z.mkv;0.9137766506828103;[[1.0, 0.0, 0.1620122194290161], [0.0, 1.0, 0.06430291384458542]]
2;Cam_0_2016-07-19T12:47:02.533708Z--2016-07-19T12:52:42.379171Z.mkv;Cam_0_2016-07-19T12:52:42.711864Z--2016-07-19T12:58:22.558236Z.mkv;0.9232206733618662;[[1.0, 0.0, -0.5207717418670654], [0.0, 1.0, -0.03804164379835129]]
3;Cam_0_2016-07-19T12:52:42.711864Z--2016-07-19T12:58:22.558236Z.mkv;Cam_0_2016-07-19T12:58:22.893134Z--2016-07-19T13:04:02.737245Z.mkv;0.9408269453482397;[[1.0, 0.0, 0.153335839509964], [0.0, 1.0, 0.25553464889526367]]
4;Cam_0_2016-07-19T12:58:22.893134Z--2016-07-19T13:04:02.737245Z.mkv;Cam_0_2016-07-19T13:04:03.070203Z--2016-07-19T13:09:42.916396Z.mkv;0.9151745282618206;[[1.0, 0.0, 0.45072609186172485], [0.0, 1.0, 0.049439311027526855]]
5;Cam_0_2016-07-19T13:04:03.070203Z--2016-07-19T13:09:42.916396Z.mkv;Cam_0_2016-07-19T13:09:43.248964Z--2016-07-19T13:15:23.095453Z.mkv;0.9218771178330839;[[1.0, 0.0, 0.33365145325660706], [0.0, 1.0, -0.012849560007452965]]
6;Cam_0_2016-07-19T13:09:43.248964Z--2016-07-19T13:15:23.095453Z.mkv;Cam_0_2016-07-19T13:15:23.428747Z--2016-07-19T13:21:03.274127Z.mkv;0.9223137699155617;[[1.0, 0.0, -0.49416571855545044], [0.0, 1.0, 0.008060411550104618]]
7;Cam_0_2016-07-19T13:15:23.428747Z--2016-07-19T13:21:03.274127Z.mkv;Cam_0_2016-07-19T13:21:03.607033Z--2016-07-19T13:26:43.453601Z.mkv;0.9177851854501308;[[1.0, 0.0, 0.1244659498333931], [0.0, 1.0, 0.11158323287963867]]
8;Cam_0_2016-07-19T13:21:03.607033Z--2016-07-19T13:26:43.453601Z.mkv;Cam_0_2016-07-19T13:26:43.786653Z--2016-07-19T13:32:23.633067Z.mkv;0.930986753631605;[[1.0, 0.0, 0.26914408802986145], [0.0, 1.0, -0.08392782509326935]]
9;Cam_0_2016-07-19T13:26:43.786653Z--2016-07-19T13:32:23.633067Z.mkv;Cam_0_2016-07-19T13:32:23.965463Z--2016-07-19T13:38:03.811175Z.mkv;0.9350857591703274;[[1.0, 0.0, 0.14401255548000336], [0.0, 1.0, 0.12984280288219452]]
10;Cam_0_2016-07-19T13:32:23.965463Z--2016-07-19T13:38:03.811175Z.mkv;Cam_0_2016-07-19T13:38:04.148374Z--2016-07-19T13:43:43.990208Z.mkv;0.9318999611461639;[[1.0, 0.0, -0.3977028429508209], [0.0, 1.0, 0.05339852347970009]]
11;Cam_0_2016-07-19T13:38:04.148374Z--2016-07-19T13:43:43.990208Z.mkv;Cam_0_2016-07-19T13:43:44.323590Z--2016-07-19T13:49:24.169278Z.mkv;0.9274766575085239;[[1.0, 0.0, -0.26611635088920593], [0.0, 1.0, -0.014355883002281189]]
12;Cam_0_2016-07-19T13:43:44.323590Z--2016-07-19T13:49:24.169278Z.mkv;Cam_0_2016-07-19T13:49:24.502323Z--2016-07-19T13:55:04.348510Z.mkv;0.9434491258545156;[[1.0, 0.0, 0.3436824083328247], [0.0, 1.0, 0.07906372845172882]]
13;Cam_0_2016-07-19T13:49:24.502323Z--2016-07-19T13:55:04.348510Z.mkv;Cam_0_2016-07-19T13:55:04.681152Z--2016-07-19T14:00:44.527145Z.mkv;0.9353512630254135;[[1.0, 0.0, 0.30293959379196167], [0.0, 1.0, 0.14425508677959442]]
14;Cam_0_2016-07-19T13:55:04.681152Z--2016-07-19T14:00:44.527145Z.mkv;Cam_0_2016-07-19T14:00:44.860591Z--2016-07-19T14:06:24.705884Z.mkv;0.9417378202755284;[[1.0, 0.0, 0.36927008628845215], [0.0, 1.0, 0.03692839667201042]]
15;Cam_0_2016-07-19T14:00:44.860591Z--2016-07-19T14:06:24.705884Z.mkv;Cam_0_2016-07-19T14:06:25.039136Z--2016-07-19T14:12:04.885200Z.mkv;0.9338060666514799;[[1.0, 0.0, -0.32193732261657715], [0.0, 1.0, -0.020611358806490898]]
16;Cam_0_2016-07-19T14:06:25.039136Z--2016-07-19T14:12:04.885200Z.mkv;Cam_0_2016-07-19T14:12:05.219768Z--2016-07-19T14:17:45.064443Z.mkv;0.943877605317334;[[1.0, 0.0, -0.49783825874328613], [0.0, 1.0, -0.04827369749546051]]
17;Cam_0_2016-07-19T14:12:05.219768Z--2016-07-19T14:17:45.064443Z.mkv;Cam_0_2016-07-19T14:17:45.398504Z--2016-07-19T14:23:25.243302Z.mkv;0.9389652625119693;[[1.0, 0.0, 0.2305525541305542], [0.0, 1.0, 0.07110882550477982]]
18;Cam_0_2016-07-19T14:17:45.398504Z--2016-07-19T14:23:25.243302Z.mkv;Cam_0_2016-07-19T14:23:25.576155Z--2016-07-19T14:29:05.422378Z.mkv;0.9410401155401474;[[1.0, 0.0, 0.30736657977104187], [0.0, 1.0, 0.01920025423169136]]
19;Cam_0_2016-07-19T14:23:25.576155Z--2016-07-19T14:29:05.422378Z.mkv;Cam_0_2016-07-19T14:29:05.756519Z--2016-07-19T14:34:45.601024Z.mkv;0.9178781128409089;[[1.0, 0.0, 0.20411892235279083], [0.0, 1.0, 0.07842676341533661]]
20;Cam_0_2016-07-19T14:29:05.756519Z--2016-07-19T14:34:45.601024Z.mkv;Cam_0_2016-07-19T14:34:45.934460Z--2016-07-19T14:40:25.780130Z.mkv;0.9151953110764913;[[1.0, 0.0, 0.21025818586349487], [0.0, 1.0, 0.13688330352306366]]
21;Cam_0_2016-07-19T14:34:45.934460Z--2016-07-19T14:40:25.780130Z.mkv;Cam_0_2016-07-19T14:40:26.113541Z--2016-07-19T14:46:05.958511Z.mkv;0.9315531472708733;[[1.0, 0.0, -0.7037681937217712], [0.0, 1.0, 0.10241760313510895]]
22;Cam_0_2016-07-19T14:40:26.113541Z--2016-07-19T14:46:05.958511Z.mkv;Cam_0_2016-07-19T14:46:06.291796Z--2016-07-19T14:51:46.138550Z.mkv;0.9254698078454096;[[1.0, 0.0, 0.015574128367006779], [0.0, 1.0, -0.021828893572092056]]
23;Cam_0_2016-07-19T14:46:06.291796Z--2016-07-19T14:51:46.138550Z.mkv;Cam_0_2016-07-19T14:51:46.472266Z--2016-07-19T14:57:26.317749Z.mkv;0.9388708616396356;[[1.0, 0.0, 0.389567494392395], [0.0, 1.0, 0.18786872923374176]]
24;Cam_0_2016-07-19T14:51:46.472266Z--2016-07-19T14:57:26.317749Z.mkv;Cam_0_2016-07-19T14:57:26.650865Z--2016-07-19T15:03:06.496712Z.mkv;0.9332456619509015;[[1.0, 0.0, 0.3589078187942505], [0.0, 1.0, 0.06851132214069366]]
25;Cam_0_2016-07-19T14:57:26.650865Z--2016-07-19T15:03:06.496712Z.mkv;Cam_0_2016-07-19T15:03:06.829800Z--2016-07-19T15:08:46.675368Z.mkv;0.9379043652134721;[[1.0, 0.0, 0.0584794320166111], [0.0, 1.0, 0.09502677619457245]]
26;Cam_0_2016-07-19T15:03:06.829800Z--2016-07-19T15:08:46.675368Z.mkv;Cam_0_2016-07-19T15:08:47.008266Z--2016-07-19T15:14:26.857360Z.mkv;0.9263524101063548;[[1.0, 0.0, -0.1758228987455368], [0.0, 1.0, 0.12422086298465729]]
27;Cam_0_2016-07-19T15:08:47.008266Z--2016-07-19T15:14:26.857360Z.mkv;Cam_0_2016-07-19T15:14:27.189029Z--2016-07-19T15:20:07.033834Z.mkv;0.913908283000824;[[1.0, 0.0, -0.2014191448688507], [0.0, 1.0, 0.15518684685230255]]
28;Cam_0_2016-07-19T15:14:27.189029Z--2016-07-19T15:20:07.033834Z.mkv;Cam_0_2016-07-19T15:20:07.366970Z--2016-07-19T15:25:47.212622Z.mkv;0.9180595556212434;[[1.0, 0.0, 0.26970401406288147], [0.0, 1.0, -0.013567645102739334]]
29;Cam_0_2016-07-19T15:20:07.366970Z--2016-07-19T15:25:47.212622Z.mkv;Cam_0_2016-07-19T15:25:47.546577Z--2016-07-19T15:31:27.391485Z.mkv;0.920102704333894;[[1.0, 0.0, 0.45028865337371826], [0.0, 1.0, 0.2025398463010788]]
30;Cam_0_2016-07-19T15:25:47.546577Z--2016-07-19T15:31:27.391485Z.mkv;Cam_0_2016-07-19T15:31:27.725901Z--2016-07-19T15:37:07.571718Z.mkv;0.9142206746356382;[[1.0, 0.0, 0.12832044064998627], [0.0, 1.0, -0.10254376381635666]]
31;Cam_0_2016-07-19T15:31:27.725901Z--2016-07-19T15:37:07.571718Z.mkv;Cam_0_2016-07-19T15:37:07.905292Z--2016-07-19T15:42:47.750040Z.mkv;0.9099689175422765;[[1.0, 0.0, -0.11302445083856583], [0.0, 1.0, 0.07161051779985428]]
32;Cam_0_2016-07-19T15:37:07.905292Z--2016-07-19T15:42:47.750040Z.mkv;Cam_0_2016-07-19T15:42:48.082693Z--2016-07-19T15:48:27.928198Z.mkv;0.9021923293478916;[[1.0, 0.0, 0.012393751181662083], [0.0, 1.0, -0.0014073099009692669]]
33;Cam_0_2016-07-19T15:42:48.082693Z--2016-07-19T15:48:27.928198Z.mkv;Cam_0_2016-07-19T15:48:28.262039Z--2016-07-19T15:54:08.107937Z.mkv;0.9072547799760717;[[1.0, 0.0, 0.24953141808509827], [0.0, 1.0, 0.022132018581032753]]
34;Cam_0_2016-07-19T15:48:28.262039Z--2016-07-19T15:54:08.107937Z.mkv;Cam_0_2016-07-19T15:54:08.441168Z--2016-07-19T15:59:48.287437Z.mkv;0.9150381469242326;[[1.0, 0.0, 0.3871082067489624], [0.0, 1.0, 0.2203511744737625]]
35;Cam_0_2016-07-19T15:54:08.441168Z--2016-07-19T15:59:48.287437Z.mkv;Cam_0_2016-07-19T15:59:48.619987Z--2016-07-19T16:05:28.466075Z.mkv;0.921704447264845;[[1.0, 0.0, -0.08051075041294098], [0.0, 1.0, 0.022709330543875694]]
36;Cam_0_2016-07-19T15:59:48.619987Z--2016-07-19T16:05:28.466075Z.mkv;Cam_0_2016-07-19T16:05:28.798797Z--2016-07-19T16:11:08.644741Z.mkv;0.9266195908381053;[[1.0, 0.0, -0.06846345961093903], [0.0, 1.0, -0.005178079940378666]]
37;Cam_0_2016-07-19T16:05:28.798797Z--2016-07-19T16:11:08.644741Z.mkv;Cam_0_2016-07-19T16:11:08.979546Z--2016-07-19T16:16:48.824167Z.mkv;0.9150024022417842;[[1.0, 0.0, -0.17783693969249725], [0.0, 1.0, -0.12896381318569183]]
38;Cam_0_2016-07-19T16:11:08.979546Z--2016-07-19T16:16:48.824167Z.mkv;Cam_0_2016-07-19T16:16:49.156986Z--2016-07-19T16:22:29.003174Z.mkv;0.9075756695161065;[[1.0, 0.0, 0.1021854430437088], [0.0, 1.0, 0.19698818027973175]]
39;Cam_0_2016-07-19T16:16:49.156986Z--2016-07-19T16:22:29.003174Z.mkv;Cam_0_2016-07-19T16:22:29.337337Z--2016-07-19T16:28:09.182014Z.mkv;0.9017801295978044;[[1.0, 0.0, 0.446935772895813], [0.0, 1.0, -0.33063480257987976]]
