homo_left;homo_right;size_left;size_right;cam_id_left;cam_id_right;origin;ratio_px_mm
[[-0.002334495644377129, 1.0238396502367566, 9.337976135124483], [-1.0249382220119398, 0.00860788017047569, 4166.476950662106], [-4.200940975548949e-06, 2.9636169736493117e-06, 1.0167995629612203]];[[0.040315776280162294, -1.0303482533244783, 5666.192242188831], [1.0297608530081201, 0.008649122826412628, -1.222659513338375e-05], [6.309517517842838e-06, -1.138635963592363e-06, 1.0034147692548134]];(4000, 3000);(4000, 3000);0;1;[102.86261749267578, 384.7751159667969];0.0639324404401
